run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created	bam_ftp	bam_bytes	bam_md5
ERR7434810	ERP133481	SAMEA11322742	ERS8967583	ERX7004515	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	SNRPE_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	229690766	28941036516	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:SNRPE_p	E-MTAB-11202:SNRPE_	8125857566;8792941027	2b27cfb69773003bb7b025a72fc357ff;84c38921a3f76d149b0df734c29795e5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434810/ERR7434810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434810/ERR7434810_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/000/ERR7434810/ERR7434810_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/000/ERR7434810/ERR7434810_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434810/ERR7434810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434810/ERR7434810_2.fastq.gz	7858559247;8521247658	8c610ce14e8a8eebebab157b7f333d21;15c291bcbe92f17c4149956a902542ba	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434810/SNRPE_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434810/SNRPE_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434810/SNRPE_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434810/SNRPE_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434810/SNRPE_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434810/SNRPE_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:SNRPE	ArrayExpress	SNRPE		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/000/ERR7434810.bam	16090403327	f5280b8a53bf5a5fb177206e22723371
ERR7434865	ERP133481	SAMEA11322797	ERS8967638	ERX7004570	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	ZMAT5_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	209378488	26381689488	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:ZMAT5_p	E-MTAB-11202:ZMAT5_	7052841191;7614376584	90b00485bf1692f3aba417e3c46fb781;e8b533fe0ede50105ea769f9e2114cfb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434865/ERR7434865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434865/ERR7434865_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/005/ERR7434865/ERR7434865_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/005/ERR7434865/ERR7434865_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434865/ERR7434865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434865/ERR7434865_2.fastq.gz	6783758061;7339498530	5315f01d1eb0cf7d557c53f2f6f62540;339e6ed210fd2208130f2bacf18d42a8	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434865/ZMAT5_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434865/ZMAT5_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434865/ZMAT5_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434865/ZMAT5_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434865/ZMAT5_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434865/ZMAT5_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:ZMAT5	ArrayExpress	ZMAT5		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/005/ERR7434865.bam	13831339552	da86b16f5aa5fadfeb042bd8dc1ed411
ERR7434743	ERP133481	SAMEA11322675	ERS8967516	ERX7004448	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	PRPF18_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	206429044	26010059544	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:PRPF18_p	E-MTAB-11202:PRPF18_	7428852097;7543583256	85c3f9acbe1537f5114c014bd65c8390;95086e58728a906b10ed46c039f35544	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434743/ERR7434743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434743/ERR7434743_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/003/ERR7434743/ERR7434743_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/003/ERR7434743/ERR7434743_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434743/ERR7434743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434743/ERR7434743_2.fastq.gz	7159493654;7273537558	8fea26226a4c3448f5237bd8c1a5b99d;8305221b523e4bb827b14a7013834ce4	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434743/PRPF18_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434743/PRPF18_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434743/PRPF18_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434743/PRPF18_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434743/PRPF18_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434743/PRPF18_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:PRPF18	ArrayExpress	PRPF18		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/003/ERR7434743.bam	14209715461	97112b349b38403a7a080d71ed71dc75
ERR7434811	ERP133481	SAMEA11322743	ERS8967584	ERX7004516	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	SNRPF_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	215038630	27094867380	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:SNRPF_p	E-MTAB-11202:SNRPF_	7435302526;7606159545	b6c9d6c0ac75b7ab741c81b3ac6ec1e8;bbf20154fffea97ecc5bc0b4d6ae061d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434811/ERR7434811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434811/ERR7434811_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/001/ERR7434811/ERR7434811_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/001/ERR7434811/ERR7434811_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434811/ERR7434811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434811/ERR7434811_2.fastq.gz	7156089973;7324022163	9bb1cb913f705af4d08f6528ba4c4864;996a36543ca699f9a7b5b4764d87720c	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434811/SNRPF_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434811/SNRPF_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434811/SNRPF_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434811/SNRPF_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434811/SNRPF_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434811/SNRPF_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:SNRPF	ArrayExpress	SNRPF		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/001/ERR7434811.bam	14160249036	0f9331e26f540edb17c67b095f87491d
ERR7434744	ERP133481	SAMEA11322676	ERS8967517	ERX7004449	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	PRPF19_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	238629466	30067312716	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:PRPF19_p	E-MTAB-11202:PRPF19_	8866856945;9386093507	09860f201923123dd8361065029551e8;6eab1022137c30e4832a635d344b3a96	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/004/ERR7434744/ERR7434744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/004/ERR7434744/ERR7434744_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/004/ERR7434744/ERR7434744_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/004/ERR7434744/ERR7434744_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/004/ERR7434744/ERR7434744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/004/ERR7434744/ERR7434744_2.fastq.gz	8566981528;9085223394	c80c23a238e3d965ef5fa65e9716cbed;c1e015714d084286ecc73af0a3d91b7f	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434744/PRPF19_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434744/PRPF19_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434744/PRPF19_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434744/PRPF19_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434744/PRPF19_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434744/PRPF19_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:PRPF19	ArrayExpress	PRPF19		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/004/ERR7434744.bam	17462966987	5caa5cbdefe6b7e8b10b712c6a6ea6b3
ERR7434866	ERP133481	SAMEA11322798	ERS8967639	ERX7004571	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	ZNF207_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	198411300	24999823800	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:ZNF207_p	E-MTAB-11202:ZNF207_	7253145265;7424941565	d808ec52e1716e4f56b8616c3a6af40b;367875e9f07c559d05222781239fc76e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434866/ERR7434866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434866/ERR7434866_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/006/ERR7434866/ERR7434866_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/006/ERR7434866/ERR7434866_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434866/ERR7434866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434866/ERR7434866_2.fastq.gz	7013833880;7184388997	dc75650cac2af53eb161aebbb31388be;54587f857e51805a970e26cf914fdd9a	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434866/ZNF207_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434866/ZNF207_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434866/ZNF207_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434866/ZNF207_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434866/ZNF207_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434866/ZNF207_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:ZNF207	ArrayExpress	ZNF207		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/006/ERR7434866.bam	13960299718	c2aad4aa93badbe0137a5157194628d1
ERR7434815	ERP133481	SAMEA11322747	ERS8967588	ERX7004520	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	SPEN_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	213446934	26894313684	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:SPEN_p	E-MTAB-11202:SPEN_	7849944100;7735631159	d3bd5cd029d576072f028e3c0ad1a645;1f72d781268a65a17e650b73c074bd50	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434815/ERR7434815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434815/ERR7434815_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/005/ERR7434815/ERR7434815_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/005/ERR7434815/ERR7434815_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434815/ERR7434815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434815/ERR7434815_2.fastq.gz	7570852168;7460277350	5c356cc59a34494bf77830a0dcb2c83e;6ac59ae91ab934ae5fe87ba3e8ca374a	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434815/SPEN_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434815/SPEN_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434815/SPEN_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434815/SPEN_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434815/SPEN_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434815/SPEN_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:SPEN	ArrayExpress	SPEN		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/005/ERR7434815.bam	14800752407	cfbe3ce90d012ea2851607f7dd27df47
ERR7434747	ERP133481	SAMEA11322679	ERS8967520	ERX7004452	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	PRPF39_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	222500866	28035109116	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:PRPF39_p	E-MTAB-11202:PRPF39_	7654121729;8110409939	555567f332861d9e0a73ade2c19f1c2b;3049c217c8135c0886a5c47d1d3dabf8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434747/ERR7434747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434747/ERR7434747_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/007/ERR7434747/ERR7434747_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/007/ERR7434747/ERR7434747_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434747/ERR7434747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434747/ERR7434747_2.fastq.gz	7363647475;7816385866	df3396d63958d332802f7a4c510ecf55;7e8fe3c9f70eeb1afbbe7cfafc5aee8a	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434747/PRPF39_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434747/PRPF39_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434747/PRPF39_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434747/PRPF39_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434747/PRPF39_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434747/PRPF39_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:PRPF39	ArrayExpress	PRPF39		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/007/ERR7434747.bam	14905996917	0c08d7bba00f702adf7b058901e70ec8
ERR7434816	ERP133481	SAMEA11322748	ERS8967589	ERX7004521	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	SRPK1_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	266873738	33626090988	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:SRPK1_p	E-MTAB-11202:SRPK1_	8782961755;9060780750	83160e150b218125bed959584c530943;f1be8647677fdb4cb13f92dc3c5803e1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434816/ERR7434816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434816/ERR7434816_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/006/ERR7434816/ERR7434816_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/006/ERR7434816/ERR7434816_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434816/ERR7434816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434816/ERR7434816_2.fastq.gz	8445968973;8723433652	e12545747128b803000995359653d463;3a814eb26f1a8683676afb6cec29ea6d	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434816/SRPK1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434816/SRPK1_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434816/SRPK1_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434816/SRPK1_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434816/SRPK1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434816/SRPK1_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:SRPK1	ArrayExpress	SRPK1		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/006/ERR7434816.bam	16791831442	2131d0324d61d18a695c5fde708b36fe
ERR7434748	ERP133481	SAMEA11322680	ERS8967521	ERX7004453	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	PRPF40A_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	246547734	31065014484	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:PRPF40A_p	E-MTAB-11202:PRPF40A_	9088791666;9505699674	39d4e2599d4faeefddd4471fceaaf0bc;6673ea3a8d012ba69336d17fc2b7e2d8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434748/ERR7434748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434748/ERR7434748_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/008/ERR7434748/ERR7434748_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/008/ERR7434748/ERR7434748_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434748/ERR7434748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434748/ERR7434748_2.fastq.gz	8777246129;9192204430	9dc2914c4554b10a67944f2c86dff0dd;f7b4f8846dee6bab318fab23a3042e8f	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434748/PRPF40A_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434748/PRPF40A_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434748/PRPF40A_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434748/PRPF40A_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434748/PRPF40A_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434748/PRPF40A_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:PRPF40A	ArrayExpress	PRPF40A		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/008/ERR7434748.bam	17760134697	03b5b460247ea285175dd85709ba5996
ERR7434817	ERP133481	SAMEA11322749	ERS8967590	ERX7004522	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	SRPK2_r1_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	233205420	29383882920	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:SRPK2_r1_p	E-MTAB-11202:SRPK2_r1_	8129718321;8963030734	34065feea50ae66548b834847d779db0;21af05e6850e8199735bfcc516ce6b97	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434817/ERR7434817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434817/ERR7434817_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/007/ERR7434817/ERR7434817_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/007/ERR7434817/ERR7434817_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434817/ERR7434817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434817/ERR7434817_2.fastq.gz	7810825196;8639697481	87006386c33cba4e0937ef40d022d9b3;b0f89e09acb41a49d34e65b5322f7398	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434817/SRPK2_r1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434817/SRPK2_r1_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434817/SRPK2_r1_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434817/SRPK2_r1_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434817/SRPK2_r1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434817/SRPK2_r1_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:SRPK2_r1	ArrayExpress	SRPK2_r1		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/007/ERR7434817.bam	16273908437	40f514de5a0b2829fb9901c4bf6d5e9d
